episode,brief,trigger,action,reward
17469,morning-metrics,scheduleTrigger,googleSheets,1.0
17470,email-archiver,rssFeedTrigger,readWriteFile,0.5
17471,rss-alert,rssFeedTrigger,slack,1.0
17472,form-to-endpoint,webhook,httpRequest,1.0
17473,morning-metrics,scheduleTrigger,googleSheets,1.0
17474,email-archiver,emailReadImap,readWriteFile,1.0
17475,rss-alert,webhook,slack,0.5
17476,form-to-endpoint,webhook,httpRequest,1.0
17477,morning-metrics,scheduleTrigger,googleSheets,1.0
17478,email-archiver,emailReadImap,readWriteFile,1.0
17479,rss-alert,rssFeedTrigger,slack,1.0
17480,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
17481,morning-metrics,scheduleTrigger,googleSheets,1.0
17482,email-archiver,webhook,readWriteFile,0.5
17483,rss-alert,rssFeedTrigger,slack,1.0
17484,form-to-endpoint,webhook,httpRequest,1.0
17485,morning-metrics,scheduleTrigger,googleSheets,1.0
17486,email-archiver,emailReadImap,readWriteFile,1.0
17487,rss-alert,rssFeedTrigger,slack,1.0
17488,form-to-endpoint,webhook,httpRequest,1.0
17489,morning-metrics,scheduleTrigger,googleSheets,1.0
17490,email-archiver,emailReadImap,readWriteFile,1.0
17491,rss-alert,rssFeedTrigger,slack,1.0
17492,form-to-endpoint,webhook,httpRequest,1.0
17493,morning-metrics,webhook,googleSheets,0.5
17494,email-archiver,emailReadImap,readWriteFile,1.0
17495,rss-alert,rssFeedTrigger,slack,1.0
17496,form-to-endpoint,webhook,httpRequest,1.0
17497,morning-metrics,scheduleTrigger,googleSheets,1.0
17498,email-archiver,emailReadImap,readWriteFile,1.0
17499,rss-alert,rssFeedTrigger,slack,1.0
17500,form-to-endpoint,webhook,httpRequest,1.0
17501,morning-metrics,scheduleTrigger,googleSheets,1.0
17502,email-archiver,emailReadImap,readWriteFile,1.0
17503,rss-alert,rssFeedTrigger,slack,1.0
17504,form-to-endpoint,webhook,httpRequest,1.0
17505,morning-metrics,scheduleTrigger,googleSheets,1.0
17506,email-archiver,emailReadImap,readWriteFile,1.0
17507,rss-alert,rssFeedTrigger,slack,1.0
17508,form-to-endpoint,webhook,httpRequest,1.0
17509,morning-metrics,scheduleTrigger,googleSheets,1.0
17510,email-archiver,emailReadImap,readWriteFile,1.0
17511,rss-alert,rssFeedTrigger,slack,1.0
17512,form-to-endpoint,webhook,httpRequest,1.0
17513,morning-metrics,scheduleTrigger,googleSheets,1.0
17514,email-archiver,emailReadImap,readWriteFile,1.0
17515,rss-alert,emailReadImap,httpRequest,0.0
17516,form-to-endpoint,webhook,httpRequest,1.0
17517,morning-metrics,scheduleTrigger,googleSheets,1.0
17518,email-archiver,emailReadImap,slack,0.5
17519,rss-alert,rssFeedTrigger,slack,1.0
17520,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
17521,morning-metrics,scheduleTrigger,googleSheets,1.0
17522,email-archiver,emailReadImap,readWriteFile,1.0
17523,rss-alert,rssFeedTrigger,slack,1.0
17524,form-to-endpoint,webhook,httpRequest,1.0
17525,morning-metrics,scheduleTrigger,googleSheets,1.0
17526,email-archiver,emailReadImap,readWriteFile,1.0
17527,rss-alert,rssFeedTrigger,slack,1.0
17528,form-to-endpoint,webhook,httpRequest,1.0
17529,morning-metrics,scheduleTrigger,googleSheets,1.0
17530,email-archiver,emailReadImap,readWriteFile,1.0
17531,rss-alert,rssFeedTrigger,slack,1.0
17532,form-to-endpoint,webhook,httpRequest,1.0
17533,morning-metrics,scheduleTrigger,googleSheets,1.0
17534,email-archiver,emailReadImap,readWriteFile,1.0
17535,rss-alert,rssFeedTrigger,slack,1.0
17536,form-to-endpoint,webhook,httpRequest,1.0
17537,morning-metrics,scheduleTrigger,googleSheets,1.0
17538,email-archiver,emailReadImap,httpRequest,0.5
17539,rss-alert,rssFeedTrigger,slack,1.0
17540,form-to-endpoint,webhook,httpRequest,1.0
17541,morning-metrics,scheduleTrigger,googleSheets,1.0
17542,email-archiver,emailReadImap,readWriteFile,1.0
17543,rss-alert,rssFeedTrigger,slack,1.0
17544,form-to-endpoint,webhook,httpRequest,1.0
17545,morning-metrics,emailReadImap,googleSheets,0.5
17546,email-archiver,webhook,googleSheets,0.0
17547,rss-alert,rssFeedTrigger,slack,1.0
17548,form-to-endpoint,webhook,httpRequest,1.0
17549,morning-metrics,scheduleTrigger,slack,0.5
17550,email-archiver,emailReadImap,readWriteFile,1.0
17551,rss-alert,rssFeedTrigger,slack,1.0
17552,form-to-endpoint,webhook,httpRequest,1.0
17553,morning-metrics,scheduleTrigger,googleSheets,1.0
17554,email-archiver,emailReadImap,readWriteFile,1.0
17555,rss-alert,rssFeedTrigger,slack,1.0
17556,form-to-endpoint,webhook,httpRequest,1.0
17557,morning-metrics,scheduleTrigger,slack,0.5
17558,email-archiver,emailReadImap,readWriteFile,1.0
17559,rss-alert,rssFeedTrigger,slack,1.0
17560,form-to-endpoint,webhook,httpRequest,1.0
17561,morning-metrics,scheduleTrigger,googleSheets,1.0
17562,email-archiver,emailReadImap,readWriteFile,1.0
17563,rss-alert,rssFeedTrigger,slack,1.0
17564,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
17565,morning-metrics,scheduleTrigger,googleSheets,1.0
17566,email-archiver,emailReadImap,readWriteFile,1.0
17567,rss-alert,rssFeedTrigger,slack,1.0
17568,form-to-endpoint,webhook,httpRequest,1.0
17569,morning-metrics,scheduleTrigger,googleSheets,1.0
17570,email-archiver,emailReadImap,readWriteFile,1.0
17571,rss-alert,rssFeedTrigger,slack,1.0
17572,form-to-endpoint,webhook,httpRequest,1.0
17573,morning-metrics,scheduleTrigger,googleSheets,1.0
17574,email-archiver,emailReadImap,readWriteFile,1.0
17575,rss-alert,rssFeedTrigger,slack,1.0
17576,form-to-endpoint,webhook,httpRequest,1.0
17577,morning-metrics,scheduleTrigger,googleSheets,1.0
17578,email-archiver,emailReadImap,readWriteFile,1.0
17579,rss-alert,rssFeedTrigger,slack,1.0
17580,form-to-endpoint,webhook,httpRequest,1.0
17581,morning-metrics,scheduleTrigger,googleSheets,1.0
17582,email-archiver,emailReadImap,readWriteFile,1.0
17583,rss-alert,emailReadImap,slack,0.5
17584,form-to-endpoint,webhook,httpRequest,1.0
17585,morning-metrics,scheduleTrigger,googleSheets,1.0
17586,email-archiver,emailReadImap,readWriteFile,1.0
17587,rss-alert,rssFeedTrigger,slack,1.0
17588,form-to-endpoint,webhook,httpRequest,1.0
17589,morning-metrics,scheduleTrigger,googleSheets,1.0
17590,email-archiver,emailReadImap,readWriteFile,1.0
17591,rss-alert,rssFeedTrigger,slack,1.0
17592,form-to-endpoint,webhook,httpRequest,1.0
17593,morning-metrics,scheduleTrigger,readWriteFile,0.5
17594,email-archiver,emailReadImap,readWriteFile,1.0
17595,rss-alert,rssFeedTrigger,slack,1.0
17596,form-to-endpoint,webhook,httpRequest,1.0
17597,morning-metrics,webhook,googleSheets,0.5
17598,email-archiver,emailReadImap,readWriteFile,1.0
17599,rss-alert,rssFeedTrigger,slack,1.0
17600,form-to-endpoint,webhook,httpRequest,1.0
17601,morning-metrics,scheduleTrigger,googleSheets,1.0
17602,email-archiver,emailReadImap,readWriteFile,1.0
17603,rss-alert,rssFeedTrigger,googleSheets,0.5
17604,form-to-endpoint,webhook,httpRequest,1.0
17605,morning-metrics,scheduleTrigger,googleSheets,1.0
17606,email-archiver,emailReadImap,readWriteFile,1.0
17607,rss-alert,rssFeedTrigger,slack,1.0
17608,form-to-endpoint,webhook,httpRequest,1.0
17609,morning-metrics,scheduleTrigger,googleSheets,1.0
17610,email-archiver,emailReadImap,httpRequest,0.5
17611,rss-alert,rssFeedTrigger,slack,1.0
17612,form-to-endpoint,webhook,httpRequest,1.0
17613,morning-metrics,scheduleTrigger,googleSheets,1.0
17614,email-archiver,emailReadImap,readWriteFile,1.0
17615,rss-alert,webhook,slack,0.5
17616,form-to-endpoint,emailReadImap,httpRequest,0.5
17617,morning-metrics,scheduleTrigger,googleSheets,1.0
17618,email-archiver,emailReadImap,readWriteFile,1.0
17619,rss-alert,rssFeedTrigger,slack,1.0
17620,form-to-endpoint,webhook,httpRequest,1.0
17621,morning-metrics,scheduleTrigger,slack,0.5
17622,email-archiver,emailReadImap,readWriteFile,1.0
17623,rss-alert,rssFeedTrigger,slack,1.0
17624,form-to-endpoint,webhook,httpRequest,1.0
17625,morning-metrics,scheduleTrigger,googleSheets,1.0
17626,email-archiver,emailReadImap,readWriteFile,1.0
17627,rss-alert,rssFeedTrigger,slack,1.0
17628,form-to-endpoint,webhook,httpRequest,1.0
17629,morning-metrics,scheduleTrigger,googleSheets,1.0
17630,email-archiver,emailReadImap,readWriteFile,1.0
17631,rss-alert,rssFeedTrigger,slack,1.0
17632,form-to-endpoint,webhook,googleSheets,0.5
17633,morning-metrics,scheduleTrigger,googleSheets,1.0
17634,email-archiver,emailReadImap,readWriteFile,1.0
17635,rss-alert,rssFeedTrigger,slack,1.0
17636,form-to-endpoint,webhook,httpRequest,1.0
17637,morning-metrics,scheduleTrigger,googleSheets,1.0
17638,email-archiver,emailReadImap,googleSheets,0.5
17639,rss-alert,rssFeedTrigger,slack,1.0
17640,form-to-endpoint,webhook,httpRequest,1.0
17641,morning-metrics,webhook,googleSheets,0.5
17642,email-archiver,emailReadImap,readWriteFile,1.0
17643,rss-alert,rssFeedTrigger,slack,1.0
17644,form-to-endpoint,emailReadImap,httpRequest,0.5
17645,morning-metrics,scheduleTrigger,googleSheets,1.0
17646,email-archiver,webhook,readWriteFile,0.5
17647,rss-alert,emailReadImap,slack,0.5
17648,form-to-endpoint,webhook,httpRequest,1.0
17649,morning-metrics,webhook,googleSheets,0.5
17650,email-archiver,emailReadImap,httpRequest,0.5
17651,rss-alert,rssFeedTrigger,slack,1.0
17652,form-to-endpoint,webhook,httpRequest,1.0
17653,morning-metrics,scheduleTrigger,googleSheets,1.0
17654,email-archiver,emailReadImap,readWriteFile,1.0
17655,rss-alert,rssFeedTrigger,googleSheets,0.5
17656,form-to-endpoint,webhook,httpRequest,1.0
17657,morning-metrics,scheduleTrigger,googleSheets,1.0
17658,email-archiver,emailReadImap,readWriteFile,1.0
17659,rss-alert,rssFeedTrigger,slack,1.0
17660,form-to-endpoint,webhook,httpRequest,1.0
17661,morning-metrics,scheduleTrigger,googleSheets,1.0
17662,email-archiver,emailReadImap,readWriteFile,1.0
17663,rss-alert,rssFeedTrigger,slack,1.0
17664,form-to-endpoint,webhook,httpRequest,1.0
17665,morning-metrics,scheduleTrigger,googleSheets,1.0
17666,email-archiver,emailReadImap,readWriteFile,1.0
17667,rss-alert,rssFeedTrigger,slack,1.0
17668,form-to-endpoint,emailReadImap,httpRequest,0.5
17669,morning-metrics,scheduleTrigger,googleSheets,1.0
17670,email-archiver,emailReadImap,readWriteFile,1.0
17671,rss-alert,rssFeedTrigger,readWriteFile,0.5
17672,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
17673,morning-metrics,scheduleTrigger,googleSheets,1.0
17674,email-archiver,webhook,readWriteFile,0.5
17675,rss-alert,rssFeedTrigger,slack,1.0
17676,form-to-endpoint,webhook,httpRequest,1.0
17677,morning-metrics,scheduleTrigger,googleSheets,1.0
17678,email-archiver,emailReadImap,readWriteFile,1.0
17679,rss-alert,rssFeedTrigger,slack,1.0
17680,form-to-endpoint,webhook,httpRequest,1.0
17681,morning-metrics,scheduleTrigger,googleSheets,1.0
17682,email-archiver,emailReadImap,readWriteFile,1.0
17683,rss-alert,rssFeedTrigger,googleSheets,0.5
17684,form-to-endpoint,webhook,httpRequest,1.0
17685,morning-metrics,scheduleTrigger,googleSheets,1.0
17686,email-archiver,emailReadImap,readWriteFile,1.0
17687,rss-alert,rssFeedTrigger,slack,1.0
17688,form-to-endpoint,webhook,httpRequest,1.0
17689,morning-metrics,scheduleTrigger,googleSheets,1.0
17690,email-archiver,emailReadImap,readWriteFile,1.0
17691,rss-alert,rssFeedTrigger,slack,1.0
17692,form-to-endpoint,webhook,httpRequest,1.0
17693,morning-metrics,scheduleTrigger,readWriteFile,0.5
17694,email-archiver,emailReadImap,readWriteFile,1.0
17695,rss-alert,rssFeedTrigger,slack,1.0
17696,form-to-endpoint,webhook,googleSheets,0.5
17697,morning-metrics,emailReadImap,googleSheets,0.5
17698,email-archiver,emailReadImap,readWriteFile,1.0
17699,rss-alert,rssFeedTrigger,slack,1.0
17700,form-to-endpoint,scheduleTrigger,httpRequest,0.5
17701,morning-metrics,scheduleTrigger,googleSheets,1.0
17702,email-archiver,emailReadImap,readWriteFile,1.0
17703,rss-alert,rssFeedTrigger,slack,1.0
17704,form-to-endpoint,webhook,httpRequest,1.0
17705,morning-metrics,scheduleTrigger,googleSheets,1.0
17706,email-archiver,emailReadImap,readWriteFile,1.0
17707,rss-alert,rssFeedTrigger,slack,1.0
17708,form-to-endpoint,webhook,httpRequest,1.0
17709,morning-metrics,scheduleTrigger,googleSheets,1.0
17710,email-archiver,emailReadImap,readWriteFile,1.0
17711,rss-alert,rssFeedTrigger,slack,1.0
17712,form-to-endpoint,webhook,httpRequest,1.0
17713,morning-metrics,scheduleTrigger,googleSheets,1.0
17714,email-archiver,emailReadImap,readWriteFile,1.0
17715,rss-alert,rssFeedTrigger,slack,1.0
17716,form-to-endpoint,webhook,httpRequest,1.0
17717,morning-metrics,scheduleTrigger,googleSheets,1.0
17718,email-archiver,emailReadImap,slack,0.5
17719,rss-alert,rssFeedTrigger,googleSheets,0.5
17720,form-to-endpoint,webhook,httpRequest,1.0
17721,morning-metrics,scheduleTrigger,googleSheets,1.0
17722,email-archiver,scheduleTrigger,readWriteFile,0.5
17723,rss-alert,rssFeedTrigger,slack,1.0
17724,form-to-endpoint,webhook,httpRequest,1.0
17725,morning-metrics,scheduleTrigger,googleSheets,1.0
17726,email-archiver,emailReadImap,httpRequest,0.5
17727,rss-alert,rssFeedTrigger,slack,1.0
17728,form-to-endpoint,webhook,httpRequest,1.0
17729,morning-metrics,scheduleTrigger,googleSheets,1.0
17730,email-archiver,emailReadImap,readWriteFile,1.0
17731,rss-alert,rssFeedTrigger,slack,1.0
17732,form-to-endpoint,webhook,httpRequest,1.0
17733,morning-metrics,scheduleTrigger,googleSheets,1.0
17734,email-archiver,emailReadImap,readWriteFile,1.0
17735,rss-alert,rssFeedTrigger,slack,1.0
17736,form-to-endpoint,webhook,httpRequest,1.0
17737,morning-metrics,rssFeedTrigger,googleSheets,0.5
17738,email-archiver,emailReadImap,readWriteFile,1.0
17739,rss-alert,rssFeedTrigger,slack,1.0
17740,form-to-endpoint,webhook,httpRequest,1.0
17741,morning-metrics,scheduleTrigger,slack,0.5
17742,email-archiver,emailReadImap,readWriteFile,1.0
17743,rss-alert,rssFeedTrigger,slack,1.0
17744,form-to-endpoint,webhook,httpRequest,1.0
17745,morning-metrics,scheduleTrigger,googleSheets,1.0
17746,email-archiver,emailReadImap,readWriteFile,1.0
17747,rss-alert,rssFeedTrigger,slack,1.0
17748,form-to-endpoint,webhook,httpRequest,1.0
17749,morning-metrics,scheduleTrigger,googleSheets,1.0
17750,email-archiver,emailReadImap,readWriteFile,1.0
17751,rss-alert,rssFeedTrigger,slack,1.0
17752,form-to-endpoint,webhook,httpRequest,1.0
17753,morning-metrics,scheduleTrigger,httpRequest,0.5
17754,email-archiver,emailReadImap,readWriteFile,1.0
17755,rss-alert,rssFeedTrigger,slack,1.0
17756,form-to-endpoint,webhook,httpRequest,1.0
17757,morning-metrics,scheduleTrigger,googleSheets,1.0
17758,email-archiver,emailReadImap,readWriteFile,1.0
17759,rss-alert,rssFeedTrigger,slack,1.0
17760,form-to-endpoint,webhook,httpRequest,1.0
17761,morning-metrics,scheduleTrigger,googleSheets,1.0
17762,email-archiver,emailReadImap,readWriteFile,1.0
17763,rss-alert,rssFeedTrigger,slack,1.0
17764,form-to-endpoint,webhook,httpRequest,1.0
17765,morning-metrics,scheduleTrigger,readWriteFile,0.5
17766,email-archiver,emailReadImap,readWriteFile,1.0
17767,rss-alert,rssFeedTrigger,readWriteFile,0.5
17768,form-to-endpoint,webhook,httpRequest,1.0
17769,morning-metrics,emailReadImap,slack,0.0
17770,email-archiver,emailReadImap,readWriteFile,1.0
17771,rss-alert,rssFeedTrigger,slack,1.0
17772,form-to-endpoint,webhook,httpRequest,1.0
17773,morning-metrics,scheduleTrigger,googleSheets,1.0
17774,email-archiver,emailReadImap,readWriteFile,1.0
17775,rss-alert,rssFeedTrigger,slack,1.0
17776,form-to-endpoint,webhook,httpRequest,1.0
17777,morning-metrics,scheduleTrigger,googleSheets,1.0
17778,email-archiver,emailReadImap,readWriteFile,1.0
17779,rss-alert,scheduleTrigger,slack,0.5
17780,form-to-endpoint,webhook,httpRequest,1.0
17781,morning-metrics,scheduleTrigger,googleSheets,1.0
17782,email-archiver,emailReadImap,readWriteFile,1.0
17783,rss-alert,rssFeedTrigger,slack,1.0
17784,form-to-endpoint,webhook,httpRequest,1.0
17785,morning-metrics,scheduleTrigger,googleSheets,1.0
17786,email-archiver,emailReadImap,readWriteFile,1.0
17787,rss-alert,rssFeedTrigger,slack,1.0
17788,form-to-endpoint,emailReadImap,httpRequest,0.5
17789,morning-metrics,scheduleTrigger,googleSheets,1.0
17790,email-archiver,emailReadImap,googleSheets,0.5
17791,rss-alert,rssFeedTrigger,slack,1.0
17792,form-to-endpoint,webhook,httpRequest,1.0
17793,morning-metrics,scheduleTrigger,googleSheets,1.0
17794,email-archiver,emailReadImap,readWriteFile,1.0
17795,rss-alert,rssFeedTrigger,slack,1.0
17796,form-to-endpoint,webhook,googleSheets,0.5
17797,morning-metrics,scheduleTrigger,googleSheets,1.0
17798,email-archiver,emailReadImap,readWriteFile,1.0
17799,rss-alert,rssFeedTrigger,slack,1.0
17800,form-to-endpoint,webhook,httpRequest,1.0
17801,morning-metrics,scheduleTrigger,googleSheets,1.0
17802,email-archiver,emailReadImap,readWriteFile,1.0
17803,rss-alert,rssFeedTrigger,slack,1.0
17804,form-to-endpoint,webhook,httpRequest,1.0
17805,morning-metrics,scheduleTrigger,googleSheets,1.0
17806,email-archiver,emailReadImap,readWriteFile,1.0
17807,rss-alert,webhook,slack,0.5
17808,form-to-endpoint,webhook,httpRequest,1.0
17809,morning-metrics,scheduleTrigger,googleSheets,1.0
17810,email-archiver,emailReadImap,readWriteFile,1.0
17811,rss-alert,rssFeedTrigger,slack,1.0
17812,form-to-endpoint,webhook,googleSheets,0.5
17813,morning-metrics,scheduleTrigger,googleSheets,1.0
17814,email-archiver,emailReadImap,readWriteFile,1.0
17815,rss-alert,rssFeedTrigger,slack,1.0
17816,form-to-endpoint,webhook,httpRequest,1.0
17817,morning-metrics,scheduleTrigger,googleSheets,1.0
17818,email-archiver,emailReadImap,readWriteFile,1.0
17819,rss-alert,rssFeedTrigger,slack,1.0
17820,form-to-endpoint,webhook,httpRequest,1.0
17821,morning-metrics,scheduleTrigger,googleSheets,1.0
17822,email-archiver,emailReadImap,readWriteFile,1.0
17823,rss-alert,rssFeedTrigger,slack,1.0
17824,form-to-endpoint,webhook,httpRequest,1.0
17825,morning-metrics,scheduleTrigger,googleSheets,1.0
17826,email-archiver,emailReadImap,readWriteFile,1.0
17827,rss-alert,rssFeedTrigger,slack,1.0
17828,form-to-endpoint,webhook,httpRequest,1.0
17829,morning-metrics,scheduleTrigger,googleSheets,1.0
17830,email-archiver,emailReadImap,readWriteFile,1.0
17831,rss-alert,rssFeedTrigger,slack,1.0
17832,form-to-endpoint,webhook,httpRequest,1.0
17833,morning-metrics,scheduleTrigger,googleSheets,1.0
17834,email-archiver,emailReadImap,readWriteFile,1.0
17835,rss-alert,rssFeedTrigger,slack,1.0
17836,form-to-endpoint,webhook,httpRequest,1.0
17837,morning-metrics,scheduleTrigger,googleSheets,1.0
17838,email-archiver,emailReadImap,readWriteFile,1.0
17839,rss-alert,rssFeedTrigger,slack,1.0
17840,form-to-endpoint,webhook,httpRequest,1.0
17841,morning-metrics,scheduleTrigger,googleSheets,1.0
17842,email-archiver,emailReadImap,readWriteFile,1.0
17843,rss-alert,rssFeedTrigger,slack,1.0
17844,form-to-endpoint,webhook,httpRequest,1.0
17845,morning-metrics,scheduleTrigger,googleSheets,1.0
17846,email-archiver,emailReadImap,slack,0.5
17847,rss-alert,rssFeedTrigger,slack,1.0
17848,form-to-endpoint,webhook,httpRequest,1.0
17849,morning-metrics,scheduleTrigger,googleSheets,1.0
17850,email-archiver,emailReadImap,readWriteFile,1.0
17851,rss-alert,rssFeedTrigger,slack,1.0
17852,form-to-endpoint,webhook,googleSheets,0.5
17853,morning-metrics,scheduleTrigger,googleSheets,1.0
17854,email-archiver,emailReadImap,readWriteFile,1.0
17855,rss-alert,rssFeedTrigger,slack,1.0
17856,form-to-endpoint,webhook,httpRequest,1.0
17857,morning-metrics,scheduleTrigger,googleSheets,1.0
17858,email-archiver,emailReadImap,slack,0.5
17859,rss-alert,rssFeedTrigger,slack,1.0
17860,form-to-endpoint,webhook,httpRequest,1.0
17861,morning-metrics,scheduleTrigger,googleSheets,1.0
17862,email-archiver,emailReadImap,readWriteFile,1.0
17863,rss-alert,rssFeedTrigger,slack,1.0
17864,form-to-endpoint,webhook,httpRequest,1.0
17865,morning-metrics,scheduleTrigger,googleSheets,1.0
17866,email-archiver,emailReadImap,readWriteFile,1.0
17867,rss-alert,rssFeedTrigger,slack,1.0
17868,form-to-endpoint,webhook,httpRequest,1.0
17869,morning-metrics,scheduleTrigger,googleSheets,1.0
17870,email-archiver,emailReadImap,readWriteFile,1.0
17871,rss-alert,scheduleTrigger,slack,0.5
17872,form-to-endpoint,scheduleTrigger,httpRequest,0.5
17873,morning-metrics,scheduleTrigger,googleSheets,1.0
17874,email-archiver,emailReadImap,readWriteFile,1.0
17875,rss-alert,rssFeedTrigger,slack,1.0
17876,form-to-endpoint,webhook,slack,0.5
17877,morning-metrics,scheduleTrigger,readWriteFile,0.5
17878,email-archiver,emailReadImap,readWriteFile,1.0
17879,rss-alert,rssFeedTrigger,slack,1.0
17880,form-to-endpoint,scheduleTrigger,httpRequest,0.5
17881,morning-metrics,scheduleTrigger,googleSheets,1.0
17882,email-archiver,emailReadImap,readWriteFile,1.0
17883,rss-alert,rssFeedTrigger,slack,1.0
17884,form-to-endpoint,webhook,httpRequest,1.0
17885,morning-metrics,emailReadImap,googleSheets,0.5
17886,email-archiver,emailReadImap,readWriteFile,1.0
17887,rss-alert,rssFeedTrigger,slack,1.0
17888,form-to-endpoint,webhook,httpRequest,1.0
17889,morning-metrics,scheduleTrigger,googleSheets,1.0
17890,email-archiver,emailReadImap,readWriteFile,1.0
17891,rss-alert,rssFeedTrigger,slack,1.0
17892,form-to-endpoint,webhook,httpRequest,1.0
17893,morning-metrics,scheduleTrigger,googleSheets,1.0
17894,email-archiver,rssFeedTrigger,readWriteFile,0.5
17895,rss-alert,rssFeedTrigger,googleSheets,0.5
17896,form-to-endpoint,webhook,httpRequest,1.0
17897,morning-metrics,scheduleTrigger,googleSheets,1.0
17898,email-archiver,emailReadImap,readWriteFile,1.0
17899,rss-alert,rssFeedTrigger,slack,1.0
17900,form-to-endpoint,webhook,httpRequest,1.0
17901,morning-metrics,scheduleTrigger,googleSheets,1.0
17902,email-archiver,emailReadImap,readWriteFile,1.0
17903,rss-alert,rssFeedTrigger,slack,1.0
17904,form-to-endpoint,emailReadImap,httpRequest,0.5
17905,morning-metrics,scheduleTrigger,googleSheets,1.0
17906,email-archiver,emailReadImap,readWriteFile,1.0
17907,rss-alert,rssFeedTrigger,slack,1.0
17908,form-to-endpoint,webhook,httpRequest,1.0
17909,morning-metrics,emailReadImap,googleSheets,0.5
17910,email-archiver,emailReadImap,readWriteFile,1.0
17911,rss-alert,rssFeedTrigger,slack,1.0
17912,form-to-endpoint,webhook,httpRequest,1.0
17913,morning-metrics,scheduleTrigger,googleSheets,1.0
17914,email-archiver,emailReadImap,readWriteFile,1.0
17915,rss-alert,rssFeedTrigger,slack,1.0
17916,form-to-endpoint,webhook,httpRequest,1.0
17917,morning-metrics,scheduleTrigger,googleSheets,1.0
17918,email-archiver,emailReadImap,readWriteFile,1.0
17919,rss-alert,rssFeedTrigger,slack,1.0
17920,form-to-endpoint,webhook,readWriteFile,0.5
17921,morning-metrics,scheduleTrigger,googleSheets,1.0
17922,email-archiver,emailReadImap,readWriteFile,1.0
17923,rss-alert,rssFeedTrigger,slack,1.0
17924,form-to-endpoint,webhook,httpRequest,1.0
17925,morning-metrics,scheduleTrigger,googleSheets,1.0
17926,email-archiver,emailReadImap,readWriteFile,1.0
17927,rss-alert,rssFeedTrigger,slack,1.0
17928,form-to-endpoint,webhook,slack,0.5
17929,morning-metrics,emailReadImap,googleSheets,0.5
17930,email-archiver,emailReadImap,readWriteFile,1.0
17931,rss-alert,rssFeedTrigger,slack,1.0
17932,form-to-endpoint,webhook,httpRequest,1.0
17933,morning-metrics,scheduleTrigger,googleSheets,1.0
17934,email-archiver,emailReadImap,readWriteFile,1.0
17935,rss-alert,rssFeedTrigger,slack,1.0
17936,form-to-endpoint,webhook,httpRequest,1.0
17937,morning-metrics,scheduleTrigger,googleSheets,1.0
17938,email-archiver,emailReadImap,readWriteFile,1.0
17939,rss-alert,webhook,slack,0.5
17940,form-to-endpoint,webhook,httpRequest,1.0
17941,morning-metrics,scheduleTrigger,googleSheets,1.0
17942,email-archiver,emailReadImap,slack,0.5
17943,rss-alert,rssFeedTrigger,slack,1.0
17944,form-to-endpoint,webhook,httpRequest,1.0
17945,morning-metrics,scheduleTrigger,googleSheets,1.0
17946,email-archiver,emailReadImap,readWriteFile,1.0
17947,rss-alert,rssFeedTrigger,slack,1.0
17948,form-to-endpoint,webhook,httpRequest,1.0
17949,morning-metrics,scheduleTrigger,googleSheets,1.0
17950,email-archiver,emailReadImap,readWriteFile,1.0
17951,rss-alert,rssFeedTrigger,slack,1.0
17952,form-to-endpoint,webhook,httpRequest,1.0
17953,morning-metrics,scheduleTrigger,googleSheets,1.0
17954,email-archiver,emailReadImap,readWriteFile,1.0
17955,rss-alert,webhook,slack,0.5
17956,form-to-endpoint,webhook,httpRequest,1.0
17957,morning-metrics,scheduleTrigger,googleSheets,1.0
17958,email-archiver,emailReadImap,readWriteFile,1.0
17959,rss-alert,rssFeedTrigger,slack,1.0
17960,form-to-endpoint,webhook,httpRequest,1.0
17961,morning-metrics,scheduleTrigger,googleSheets,1.0
17962,email-archiver,emailReadImap,readWriteFile,1.0
17963,rss-alert,rssFeedTrigger,slack,1.0
17964,form-to-endpoint,webhook,httpRequest,1.0
17965,morning-metrics,emailReadImap,googleSheets,0.5
17966,email-archiver,emailReadImap,readWriteFile,1.0
17967,rss-alert,rssFeedTrigger,slack,1.0
17968,form-to-endpoint,webhook,httpRequest,1.0
17969,morning-metrics,scheduleTrigger,googleSheets,1.0
17970,email-archiver,emailReadImap,readWriteFile,1.0
17971,rss-alert,rssFeedTrigger,httpRequest,0.5
17972,form-to-endpoint,webhook,httpRequest,1.0
17973,morning-metrics,scheduleTrigger,slack,0.5
17974,email-archiver,emailReadImap,readWriteFile,1.0
17975,rss-alert,rssFeedTrigger,slack,1.0
17976,form-to-endpoint,scheduleTrigger,httpRequest,0.5
17977,morning-metrics,scheduleTrigger,googleSheets,1.0
17978,email-archiver,emailReadImap,readWriteFile,1.0
17979,rss-alert,emailReadImap,slack,0.5
17980,form-to-endpoint,webhook,httpRequest,1.0
17981,morning-metrics,scheduleTrigger,googleSheets,1.0
17982,email-archiver,emailReadImap,readWriteFile,1.0
17983,rss-alert,rssFeedTrigger,slack,1.0
17984,form-to-endpoint,webhook,httpRequest,1.0
17985,morning-metrics,scheduleTrigger,googleSheets,1.0
17986,email-archiver,emailReadImap,readWriteFile,1.0
17987,rss-alert,rssFeedTrigger,slack,1.0
